ablation_id,ablation_name,occupied_count,config_id,loads,timeout_ms,baseline_tok_s,scheduler_tok_s,ablation_tok_s,scheduler_speedup,ablation_speedup,scheduler_ppl,ablation_ppl,ppl_gap,tok_s_gap,rate_policy,group_a,group_b,tokens,source
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",40,28.021200,27.154294,24.778293,0.969063,0.884270,21.791400,48.791400,27.000000,2.376001,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",40,28.021200,27.154294,17.548463,0.969063,0.626257,21.791400,104.291400,82.500000,9.605832,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",50,28.021200,26.720841,25.384799,0.953594,0.905914,21.103900,56.353900,35.250000,1.336042,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",50,28.021200,26.720841,21.192967,0.953594,0.756319,21.103900,62.853900,41.750000,5.527874,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",50,28.021200,26.720841,24.265864,0.953594,0.865982,21.103900,47.103900,26.000000,2.454977,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",50,28.021200,26.720841,17.084638,0.953594,0.609704,21.103900,101.353900,80.250000,9.636203,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",60,28.021200,26.287388,24.874441,0.938125,0.887701,20.416400,54.166400,33.750000,1.412947,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",60,28.021200,26.287388,20.701318,0.938125,0.738773,20.416400,60.916400,40.500000,5.586070,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",60,28.021200,26.287388,23.757227,0.938125,0.847830,20.416400,45.416400,25.000000,2.530161,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",60,28.021200,26.287388,16.626773,0.938125,0.593364,20.416400,98.416400,78.000000,9.660615,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",70,28.021200,25.853935,24.367334,0.922656,0.869604,19.728900,51.978900,32.250000,1.486601,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",70,28.021200,25.853935,20.214546,0.922656,0.721402,19.728900,58.978900,39.250000,5.639390,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",70,28.021200,25.853935,23.252383,0.922656,0.829814,19.728900,43.728900,24.000000,2.601552,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",70,28.021200,25.853935,16.174868,0.922656,0.577237,19.728900,95.478900,75.750000,9.679067,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",80,28.021200,25.420482,23.863478,0.907188,0.851622,19.041400,49.791400,30.750000,1.557005,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",80,28.021200,25.420482,19.732649,0.907188,0.704204,19.041400,57.041400,38.000000,5.687833,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",80,28.021200,25.420482,22.751332,0.907188,0.811933,19.041400,42.041400,23.000000,2.669151,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",80,28.021200,25.420482,15.728923,0.907188,0.561322,19.041400,92.541400,73.500000,9.691559,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",90,28.021200,24.987029,23.362873,0.891719,0.833757,18.353900,47.603900,29.250000,1.624157,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",90,28.021200,24.987029,19.255630,0.891719,0.687181,18.353900,55.103900,36.750000,5.731400,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",90,28.021200,24.987029,22.254073,0.891719,0.794187,18.353900,40.353900,22.000000,2.732956,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",90,28.021200,24.987029,15.288939,0.891719,0.545620,18.353900,89.603900,71.250000,9.698091,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",100,28.021200,24.553576,22.865518,0.876250,0.816008,17.666400,45.416400,27.750000,1.688058,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,2,2occ_cfg2,"50,100,0,0,0,0,0,0",100,28.021200,24.553576,18.783486,0.876250,0.670331,17.666400,53.166400,35.500000,5.770090,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",100,28.021200,24.553576,21.760607,0.876250,0.776577,17.666400,38.666400,21.000000,2.792969,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,2,2occ_cfg2,"50,100,0,0,0,0,0,0",100,28.021200,24.553576,14.854914,0.876250,0.530131,17.666400,86.666400,69.000000,9.698663,mod4_1_0.2,"62,63,64,65,66,67","60,61",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",20,26.109700,26.109700,25.000038,1.000000,0.957500,21.080900,64.580900,43.500000,1.109662,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",20,26.109700,26.109700,20.887760,1.000000,0.800000,21.080900,71.080900,50.000000,5.221940,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",20,26.109700,26.109700,23.955650,1.000000,0.917500,21.080900,53.080900,32.000000,2.154050,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",20,26.109700,26.109700,16.710208,1.000000,0.640000,21.080900,115.080900,94.000000,9.399492,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",30,26.109700,25.677258,24.489685,0.983437,0.937954,20.355900,62.355900,42.000000,1.187573,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",30,26.109700,25.677258,20.397372,0.983437,0.781218,20.355900,69.105900,48.750000,5.279886,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",30,26.109700,25.677258,23.446546,0.983437,0.898001,20.355900,51.355900,31.000000,2.230712,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",30,26.109700,25.677258,16.256914,0.983437,0.622639,20.355900,112.105900,91.750000,9.420344,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",40,26.109700,25.244816,23.982575,0.966875,0.918531,19.630900,60.130900,40.500000,1.262241,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",40,26.109700,25.244816,19.911849,0.966875,0.762623,19.630900,67.130900,47.500000,5.332967,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",40,26.109700,25.244816,22.941227,0.966875,0.878648,19.630900,49.630900,30.000000,2.303589,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",40,26.109700,25.244816,15.809566,0.966875,0.605505,19.630900,109.130900,89.500000,9.435250,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",50,26.109700,24.812374,23.478709,0.950313,0.899233,18.905900,57.905900,39.000000,1.333665,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",50,26.109700,24.812374,19.431191,0.950313,0.744213,18.905900,65.155900,46.250000,5.381184,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",50,26.109700,24.812374,22.439691,0.950313,0.859439,18.905900,47.905900,29.000000,2.372683,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",50,26.109700,24.812374,15.368164,0.950313,0.588600,18.905900,106.155900,87.250000,9.444210,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",60,26.109700,24.379932,22.978086,0.933750,0.880059,18.180900,55.680900,37.500000,1.401846,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",60,26.109700,24.379932,18.955397,0.933750,0.725991,18.180900,63.180900,45.000000,5.424535,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",60,26.109700,24.379932,21.941939,0.933750,0.840375,18.180900,46.180900,28.000000,2.437993,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",60,26.109700,24.379932,14.932709,0.933750,0.571922,18.180900,103.180900,85.000000,9.447224,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",70,26.109700,23.947490,22.480707,0.917188,0.861010,17.455900,53.455900,36.000000,1.466784,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",70,26.109700,23.947490,18.484469,0.917188,0.707954,17.455900,61.205900,43.750000,5.463021,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",70,26.109700,23.947490,21.447971,0.917188,0.821456,17.455900,44.455900,27.000000,2.499519,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",70,26.109700,23.947490,14.503199,0.917188,0.555472,17.455900,100.205900,82.750000,9.444292,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",80,26.109700,23.515049,21.986570,0.900625,0.842084,16.730900,51.230900,34.500000,1.528478,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",80,26.109700,23.515049,18.018406,0.900625,0.690104,16.730900,59.230900,42.500000,5.496643,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",80,26.109700,23.515049,20.957787,0.900625,0.802682,16.730900,42.730900,26.000000,2.557262,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",80,26.109700,23.515049,14.079635,0.900625,0.539249,16.730900,97.230900,80.500000,9.435413,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,23.082607,21.495677,0.884062,0.823283,16.005900,49.005900,33.000000,1.586929,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,23.082607,17.557208,0.884062,0.672440,16.005900,57.255900,41.250000,5.525399,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,23.082607,20.471387,0.884062,0.784053,16.005900,41.005900,25.000000,2.611220,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,23.082607,13.662018,0.884062,0.523254,16.005900,94.255900,78.250000,9.420589,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,22.650165,21.008028,0.867500,0.804606,15.280900,46.780900,31.500000,1.642137,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,22.650165,17.100874,0.867500,0.654962,15.280900,55.280900,40.000000,5.549290,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,22.650165,19.988770,0.867500,0.765569,15.280900,39.280900,24.000000,2.661394,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,22.650165,13.250346,0.867500,0.507487,15.280900,91.280900,76.000000,9.399818,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,24.847000,1.000000,0.953750,22.777614,70.027614,47.250000,1.204900,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,20.581001,1.000000,0.790000,22.777614,77.277614,54.500000,5.470899,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,23.804924,1.000000,0.913750,22.777614,57.777614,35.000000,2.246976,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,16.152178,1.000000,0.620000,22.777614,123.777614,101.000000,9.899722,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,25.591921,24.312325,0.982344,0.933227,22.015114,67.765114,45.750000,1.279596,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,25.591921,20.073663,0.982344,0.770526,22.015114,75.265114,53.250000,5.518258,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
