ablation_id,ablation_name,occupied_count,config_id,loads,timeout_ms,baseline_tok_s,scheduler_tok_s,ablation_tok_s,scheduler_speedup,ablation_speedup,scheduler_ppl,ablation_ppl,ppl_gap,tok_s_gap,rate_policy,group_a,group_b,tokens,source
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,26.109700,21.573140,1.000000,0.826250,16.817900,58.067900,41.250000,4.536560,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,26.109700,24.167791,1.000000,0.925625,16.817900,41.817900,25.000000,1.941909,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",90,26.109700,26.109700,17.167128,1.000000,0.657500,16.817900,95.067900,78.250000,8.942572,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,28.316200,27.537505,1.084509,1.054685,16.208900,47.708900,31.500000,0.778695,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,28.316200,23.502446,1.084509,0.900142,16.208900,56.208900,40.000000,4.813754,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,28.316200,26.263276,1.084509,1.005882,16.208900,40.208900,24.000000,2.052924,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,4,4occ_cfg4,"30,70,80,100,0,0,0,0",100,26.109700,28.316200,18.688692,1.084509,0.715776,16.208900,92.208900,76.000000,9.627508,mod4_1_0.15,"64,65,66,67,60,61","62,63",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,24.977259,1.000000,0.958750,22.777614,70.027614,47.250000,1.074641,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,20.581001,1.000000,0.790000,22.777614,77.277614,54.500000,5.470899,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,23.674664,1.000000,0.908750,22.777614,57.777614,35.000000,2.377236,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",20,26.051900,26.051900,16.152178,1.000000,0.620000,22.777614,123.777614,101.000000,9.899722,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,27.376500,26.281440,1.050845,1.008811,21.994614,67.744614,45.750000,1.095060,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,27.376500,21.730097,1.050845,0.834108,21.994614,75.244614,53.250000,5.646403,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,27.376500,24.929725,1.050845,0.956925,21.994614,55.994614,34.000000,2.446775,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,27.376500,17.041871,1.050845,0.654151,21.994614,120.744614,98.750000,10.334629,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",40,26.051900,28.235300,27.141182,1.083810,1.041812,21.211614,65.461614,44.250000,1.094118,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_scheduler_from_final_timeout_sweep_plus_controlled_ablation_model
